Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
32 - 520 Novo Star Dr,https://www.zoocasa.com/mississauga-on-real-estate/32-520-novo-star-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,020,000","List Price$949,999",4 days ,3 Bed,4 Bath,1800–1999 sqft
1604 - 223 Webb Dr,https://www.zoocasa.com/mississauga-on-real-estate/1604-223-webb-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$888,000","List Price$915,000",3 days ,2 Bed,2 Bath,1000–1199 sqft
17 - 60 Hanson Rd,https://www.zoocasa.com/mississauga-on-real-estate/17-60-hanson-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$885,000","List Price$899,999",Sold 3 Days Ago,3 Bed,2 Bath,1200–1399 sqft
605 - 15 Elizabeth St N,https://www.zoocasa.com/mississauga-on-real-estate/605-15-elizabeth-st-n,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$550,000","List Price$574,999",3 days ,2 Bed,2 Bath,900–999 sqft
138 - 1951 Rathburn Rd E,https://www.zoocasa.com/mississauga-on-real-estate/138-1951-rathburn-rd-e,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$942,000","List Price$879,000",Sold 3 Days Ago,3 Bed,4 Bath,1400–1599 sqft
102c - 211 Forum Dr,https://www.zoocasa.com/mississauga-on-real-estate/102c-211-forum-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$648,000","List Price$649,900",3 days ,2 Bed,2 Bath,1000–1199 sqft
2203 - 75 Eglinton Ave W,https://www.zoocasa.com/mississauga-on-real-estate/2203-75-eglinton-ave-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$700,000","List Price$720,000",3 days ,1 Bed,1 Bath,600–699 sqft
6 - 2375 Truscott Dr,https://www.zoocasa.com/mississauga-on-real-estate/6-2375-truscott-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,100,000","List Price$1,099,000",3 days ,3 Bed,3 Bath,1800–1999 sqft
201 - 2177 Burnhamthorpe Rd W,https://www.zoocasa.com/mississauga-on-real-estate/201-2177-burnhamthorpe-rd-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$585,000","List Price$585,800",Sold 3 Days Ago,1 Bed,1 Bath,700–799 sqft
39 - 3050 Erin Centre Blvd E,https://www.zoocasa.com/mississauga-on-real-estate/39-3050-erin-centre-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$950,000","List Price$1,059,999",4 days ,3 Bed,3 Bath,1400–1599 sqft
3720 Pearlstone Dr,https://www.zoocasa.com/mississauga-on-real-estate/3720-pearlstone-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F9d6321ba-8996-4287-8a3f-4d97f20224b9.jpg&w=640&q=75,Sold,"$1,402,000","List Price$1,299,900",4 days ,3 Bed,3 Bath,N/A sqft
1688 Caverly Crt,https://www.zoocasa.com/mississauga-on-real-estate/1688-caverly-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F002ba40c-6a38-4a7d-a281-7cb94d4d2bf2.jpg&w=640&q=75,Sold,"$2,388,000","List Price$2,499,000",4 days ,4 Bed,5 Bath,3000–3500 sqft
1032 Whispering Wood Dr,https://www.zoocasa.com/mississauga-on-real-estate/1032-whispering-wood-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,180,000","List Price$1,200,000",4 days ,3 Bed,3 Bath,N/A sqft
2729 Bushland Cres,https://www.zoocasa.com/mississauga-on-real-estate/2729-bushland-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,270,000","List Price$1,200,000",5 days ,3 Bed,2 Bath,1100–1500 sqft
1168 Arena Rd,https://www.zoocasa.com/mississauga-on-real-estate/1168-arena-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$965,000","List Price$959,000",4 days ,3 Bed,3 Bath,1600–1799 sqft
2101 - 4470 Tucana Crt,https://www.zoocasa.com/mississauga-on-real-estate/2101-4470-tucana-ct,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$583,000","List Price$489,000",5 days ,1 Bed,1 Bath,600–699 sqft
2944 Windjammer Rd,https://www.zoocasa.com/mississauga-on-real-estate/2944-windjammer-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,102,500","List Price$950,000",5 days ,4 Bed,2 Bath,1500–2000 sqft
98 Vista Dr,https://www.zoocasa.com/mississauga-on-real-estate/98-vista-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa192712f-2bc4-4ed7-a7b9-3abef5969ea0.jpg&w=640&q=75,Sold,"$1,155,000","List Price$1,200,000",4 days ,4 Bed,2 Bath,1500–2000 sqft
44 - 470 Faith Dr,https://www.zoocasa.com/mississauga-on-real-estate/44-470-faith-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,140,000","List Price$999,999",Sold 4 Days Ago,3 Bed,4 Bath,2000–2249 sqft
21 - 4635 Regents Terr,https://www.zoocasa.com/mississauga-on-real-estate/21-4635-regents-terr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F9279f17a-b04e-4928-add7-485e4b9287ac.jpg&w=640&q=75,Sold,"$845,000","List Price$849,000",4 days ,2 Bed,4 Bath,1400–1599 sqft
33 Callisto Crt,https://www.zoocasa.com/mississauga-on-real-estate/33-callisto-ct,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,200,000","List Price$1,800,000",5 days ,4 Bed,4 Bath,3000–3500 sqft
2302 - 4080 Living Arts Dr,https://www.zoocasa.com/mississauga-on-real-estate/2302-4080-living-arts-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$765,000","List Price$779,000",Sold 5 Days Ago,2 Bed,2 Bath,800–899 sqft
28 - 4620 Guildwood Way,https://www.zoocasa.com/mississauga-on-real-estate/28-4620-guildwood-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$545,000","List Price$589,900",4 days ,1 Bed,1 Bath,500–599 sqft
224 - 1951 Rathburn Rd E,https://www.zoocasa.com/mississauga-on-real-estate/224-1951-rathburn-rd-e,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$920,000","List Price$699,000",5 days ,3 Bed,4 Bath,1400–1599 sqft
2806 - 4065 Brickstone Mews,https://www.zoocasa.com/mississauga-on-real-estate/2806-4065-brickstone-mews,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F55b354fe-cdb4-4e99-bb35-ca836fdde606.jpg&w=640&q=75,Sold,"$780,000","List Price$818,000",Sold 4 Days Ago,2 Bed,2 Bath,900–999 sqft
212 Glenview Dr,https://www.zoocasa.com/mississauga-on-real-estate/212-glenview-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$4,999,000","List Price$4,999,000",Sold 5 Days Ago,5 Bed,6 Bath,5000 sqft
2947 Windjammer Rd,https://www.zoocasa.com/mississauga-on-real-estate/2947-windjammer-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fff845539-c10e-48d5-8de9-53467da54acc.jpg&w=640&q=75,Sold,"$1,110,000","List Price$949,000",4 days ,4 Bed,4 Bath,N/A sqft
801 - 39 Stavebank Rd N,https://www.zoocasa.com/mississauga-on-real-estate/801-39-stavebank-rd-n,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fc7531347-e6fc-44a2-ac20-2c9dcc7f2b3d.jpg&w=640&q=75,Sold,"$1,070,000","List Price$899,000",4 days ,2 Bed,2 Bath,1200–1399 sqft
3379 Acala Cres,https://www.zoocasa.com/mississauga-on-real-estate/3379-acala-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,098,000","List Price$1,149,000",4 days ,4 Bed,3 Bath,N/A sqft
5752 Riverside Pl,https://www.zoocasa.com/mississauga-on-real-estate/5752-riverside-pl,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff6e15328-2d61-4fcb-a5c0-83b126bc38cd.jpg&w=640&q=75,Sold,"$2,115,000","List Price$1,999,900",Sold 4 Days Ago,5 Bed,4 Bath,3500–5000 sqft
655 Merlot Crt,https://www.zoocasa.com/mississauga-on-real-estate/655-merlot-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F746ac3bb-0ca0-4a5c-ad35-160f55fe73f0.jpg&w=640&q=75,Sold,"$2,600,000","List Price$2,849,000",4 days ,4 Bed,4 Bath,N/A sqft
58c - 928 Queen St W,https://www.zoocasa.com/mississauga-on-real-estate/58c-928-queen-st-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,300,000","List Price$1,299,900",4 days ,3 Bed,4 Bath,1800–1999 sqft
1809 - 135 Hillcrest Ave,https://www.zoocasa.com/mississauga-on-real-estate/1809-135-hillcrest-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$625,000","List Price$619,000",5 days ,2 Bed,1 Bath,900–999 sqft
5861 Tayside Cres,https://www.zoocasa.com/mississauga-on-real-estate/5861-tayside-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fbf7239b2-b130-489a-b1d0-7bda2e83aa8c.jpg&w=640&q=75,Sold,"$1,511,000","List Price$1,499,900",4 days ,3 Bed,4 Bath,2000–2500 sqft
2226 Council Ring Rd,https://www.zoocasa.com/mississauga-on-real-estate/2226-council-ring-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fd3786779-c453-4559-a345-b28d54259ceb.jpg&w=640&q=75,Sold,"$1,100,000","List Price$999,000",Sold 4 Days Ago,4 Bed,2 Bath,N/A sqft
110 - 1055a Forestwood Dr,https://www.zoocasa.com/mississauga-on-real-estate/110-1055a-forestwood-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F31fa646d-41c8-415c-b1ad-f75df5c54604.jpg&w=640&q=75,Sold,"$630,300","List Price$499,000",Sold 4 Days Ago,3 Bed,2 Bath,1200–1399 sqft
306 - 1320 Mississauga Valley Blvd,https://www.zoocasa.com/mississauga-on-real-estate/306-1320-mississauga-valley-blvd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa82aec45-c426-4537-85c5-08551ff7026d.jpg&w=640&q=75,Sold,"$575,000","List Price$520,000",4 days ,2 Bed,2 Bath,900–999 sqft
1408 Shadowa Rd,https://www.zoocasa.com/mississauga-on-real-estate/1408-shadowa-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F3c9eee21-bd8d-4340-aa5b-7e1fb7266bba.jpg&w=640&q=75,Sold,"$2,800,000","List Price$2,790,000",5 days ,3 Bed,3 Bath,2000–2500 sqft
th101 - 220 Forum Dr,https://www.zoocasa.com/mississauga-on-real-estate/th101-220-forum-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$980,000","List Price$879,900",5 days ,3 Bed,3 Bath,1400–1599 sqft
112 - 1951 Rathburn Rd,https://www.zoocasa.com/mississauga-on-real-estate/112-1951-rathburn-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F2bbbb508-1e4b-4152-a2f5-e803659b31be.jpg&w=640&q=75,Sold,"$910,000","List Price$798,800",5 days ,3 Bed,4 Bath,1400–1599 sqft
1084 Cedarglen Gate,https://www.zoocasa.com/mississauga-on-real-estate/1084-cedarglen-gate,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F2b2f19c1-cafd-402b-8a05-e6d535c34d84.jpg&w=640&q=75,Sold,"$1,366,400","List Price$1,398,000",5 days ,4 Bed,4 Bath,2000–2500 sqft
11 Westleigh Cres,https://www.zoocasa.com/toronto-on-real-estate/11-westleigh-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F4bb1764a-465b-4189-ab1e-e92591bcbb12.jpg&w=640&q=75,Sold,"$1,641,000","List Price$1,299,000",5 days ,3 Bed,2 Bath,N/A sqft
902 - 2542 Argyle Rd,https://www.zoocasa.com/mississauga-on-real-estate/902-2542-argyle-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff892cbfc-7fdf-448e-81de-1f40d687ceaf.jpg&w=640&q=75,Sold,"$761,999","List Price$499,000",5 days ,3 Bed,2 Bath,1200–1399 sqft
19 - 6777 Formentera Ave,https://www.zoocasa.com/mississauga-on-real-estate/19-6777-formentera-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F25f52f1e-6105-4ed8-b635-124ef6252c41.jpg&w=640&q=75,Sold,"$643,000","List Price$649,999",5 days ,2 Bed,1 Bath,900–999 sqft
2664 Altadena Crt,https://www.zoocasa.com/mississauga-on-real-estate/2664-altadena-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F67c40d96-b75a-47cb-8d4c-9d037a2f2f82.jpg&w=640&q=75,Sold,"$1,380,000","List Price$999,000",5 days ,4 Bed,3 Bath,1500–2000 sqft
861 Stargazer Dr,https://www.zoocasa.com/mississauga-on-real-estate/861-stargazer-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F6c07ee2d-2849-43bf-ac84-5c4573184637.jpg&w=640&q=75,Sold,"$1,575,000","List Price$1,499,990",Sold 5 Days Ago,4 Bed,3 Bath,2500–3000 sqft
6725 Opera Glass Cres,https://www.zoocasa.com/mississauga-on-real-estate/6725-opera-glass-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,252,000","List Price$1,249,999",5 days ,4 Bed,4 Bath,1500–2000 sqft
406 - 1205 Gooseberry Lane,https://www.zoocasa.com/mississauga-on-real-estate/406-1205-gooseberry-ln,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa6551cfc-013e-444d-a7d7-e96c3b02fea6.jpg&w=640&q=75,Sold,"$1,230,000","List Price$1,249,000",Sold 5 Days Ago,3 Bed,3 Bath,1800–1999 sqft
1156 Melton Dr,https://www.zoocasa.com/mississauga-on-real-estate/1156-melton-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F79fcdf21-25a0-4ce7-86af-1f042f0e85f2.jpg&w=640&q=75,Sold,"$2,200,000","List Price$2,379,000",5 days ,4 Bed,3 Bath,N/A sqft
5984 Brookhaven Way,https://www.zoocasa.com/mississauga-on-real-estate/5984-brookhaven-way,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ffeaee0f5-66dc-4605-a374-6a042c3b5ca3.jpg&w=640&q=75,Sold,"$1,380,000","List Price$1,200,000",5 days ,3 Bed,4 Bath,1500–2000 sqft
23 Enfield Ave,https://www.zoocasa.com/toronto-on-real-estate/23-enfield-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F7227ee70-e7aa-404c-b724-63a6e3bb325e.jpg&w=640&q=75,Sold,"$1,090,000","List Price$899,000",Sold 5 Days Ago,4 Bed,3 Bath,1500–2000 sqft
511 - 3939 Duke Of York Blvd,https://www.zoocasa.com/mississauga-on-real-estate/511-3939-duke-of-york-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$675,000","List Price$599,900",5 days ,1 Bed,2 Bath,800–899 sqft
5508 Oscar Peterson Blvd,https://www.zoocasa.com/mississauga-on-real-estate/5508-oscar-peterson-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,750,000","List Price$1,799,900",5 days ,4 Bed,4 Bath,2500–3000 sqft
3304 - 4070 Confederation Pkwy,https://www.zoocasa.com/mississauga-on-real-estate/3304-4070-confederation-pky,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$765,000","List Price$784,900",Sold 5 Days Ago,2 Bed,2 Bath,800–899 sqft
4331a Bloor St W,https://www.zoocasa.com/toronto-on-real-estate/4331a-bloor-st-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,230,000","List Price$1,269,000",5 days ,3 Bed,3 Bath,2000–2249 sqft
3305 Lady Slipper Crt,https://www.zoocasa.com/mississauga-on-real-estate/3305-lady-slipper-ct,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,250,000","List Price$1,099,000",5 days ,3 Bed,3 Bath,N/A sqft
7359 Sigsbee Dr,https://www.zoocasa.com/mississauga-on-real-estate/7359-sigsbee-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,150,000","List Price$1,149,000",Sold 5 Days Ago,3 Bed,2 Bath,N/A sqft
316 - 4033 Hurontario St,https://www.zoocasa.com/mississauga-on-real-estate/316-4033-hurontario-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$550,000","List Price$550,000",5 days ,1 Bed,1 Bath,600–699 sqft
99 - 400 Bloor St,https://www.zoocasa.com/mississauga-on-real-estate/99-400-bloor-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$942,000","List Price$949,000",5 days ,4 Bed,2 Bath,1400–1599 sqft
